year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,PercentageWon,PartyWon
2012,Arkansas,AR,Crittenden,5035,President,Other,NA,231,16716,0.013819095,Democrat
2012,Arkansas,AR,Cross,5037,President,Barack Obama,democrat,2279,6681,0.341116599,Republican
2012,Arkansas,AR,Cross,5037,President,Mitt Romney,republican,4269,6681,0.638976201,Republican
2012,Arkansas,AR,Cross,5037,President,Other,NA,133,6681,0.0199072,Republican
2012,Arkansas,AR,Dallas,5039,President,Barack Obama,democrat,1337,3084,0.433527886,Republican
2012,Arkansas,AR,Dallas,5039,President,Mitt Romney,republican,1665,3084,0.539883268,Republican
2012,Arkansas,AR,Dallas,5039,President,Other,NA,82,3084,0.026588846,Republican
2012,Arkansas,AR,Desha,5041,President,Barack Obama,democrat,2443,4420,0.552714932,Democrat
2012,Arkansas,AR,Desha,5041,President,Mitt Romney,republican,1896,4420,0.428959276,Democrat
2012,Arkansas,AR,Desha,5041,President,Other,NA,81,4420,0.018325792,Democrat
2012,Arkansas,AR,Drew,5043,President,Barack Obama,democrat,2630,6633,0.396502337,Republican
2012,Arkansas,AR,Drew,5043,President,Mitt Romney,republican,3887,6633,0.586009347,Republican
2012,Arkansas,AR,Drew,5043,President,Other,NA,116,6633,0.017488316,Republican
2012,Arkansas,AR,Faulkner,5045,President,Barack Obama,democrat,13621,41460,0.328533526,Republican
2012,Arkansas,AR,Faulkner,5045,President,Mitt Romney,republican,26722,41460,0.644524843,Republican
2012,Arkansas,AR,Faulkner,5045,President,Other,NA,1117,41460,0.02694163,Republican
2012,Arkansas,AR,Franklin,5047,President,Barack Obama,democrat,1726,6540,0.263914373,Republican
2012,Arkansas,AR,Franklin,5047,President,Mitt Romney,republican,4631,6540,0.708103976,Republican
2012,Arkansas,AR,Franklin,5047,President,Other,NA,183,6540,0.027981651,Republican
2012,Arkansas,AR,Fulton,5049,President,Barack Obama,democrat,1452,4522,0.32109686,Republican
2012,Arkansas,AR,Fulton,5049,President,Mitt Romney,republican,2949,4522,0.652145069,Republican
2012,Arkansas,AR,Fulton,5049,President,Other,NA,121,4522,0.026758072,Republican
2012,Arkansas,AR,Garland,5051,President,Barack Obama,democrat,13804,40728,0.338931448,Republican
2012,Arkansas,AR,Garland,5051,President,Mitt Romney,republican,26014,40728,0.638725201,Republican
2012,Arkansas,AR,Garland,5051,President,Other,NA,910,40728,0.022343351,Republican
2012,Arkansas,AR,Grant,5053,President,Barack Obama,democrat,1468,6479,0.226578176,Republican
2012,Arkansas,AR,Grant,5053,President,Mitt Romney,republican,4829,6479,0.74533107,Republican
2012,Arkansas,AR,Grant,5053,President,Other,NA,182,6479,0.028090755,Republican
2012,Arkansas,AR,Greene,5055,President,Barack Obama,democrat,4000,13761,0.29067655,Republican
2012,Arkansas,AR,Greene,5055,President,Mitt Romney,republican,9071,13761,0.659181746,Republican
2012,Arkansas,AR,Greene,5055,President,Other,NA,690,13761,0.050141705,Republican
2012,Arkansas,AR,Hempstead,5057,President,Barack Obama,democrat,2468,6921,0.356595868,Republican
2012,Arkansas,AR,Hempstead,5057,President,Mitt Romney,republican,4284,6921,0.618985696,Republican
2012,Arkansas,AR,Hempstead,5057,President,Other,NA,169,6921,0.024418437,Republican
2012,Arkansas,AR,Hot Spring,5059,President,Barack Obama,democrat,3830,11260,0.340142096,Republican
2012,Arkansas,AR,Hot Spring,5059,President,Mitt Romney,republican,7097,11260,0.630284192,Republican
2012,Arkansas,AR,Hot Spring,5059,President,Other,NA,333,11260,0.029573712,Republican
2012,Arkansas,AR,Howard,5061,President,Barack Obama,democrat,1471,4462,0.329672792,Republican
2012,Arkansas,AR,Howard,5061,President,Mitt Romney,republican,2892,4462,0.648139848,Republican
2012,Arkansas,AR,Howard,5061,President,Other,NA,99,4462,0.02218736,Republican
2012,Arkansas,AR,Independence,5063,President,Barack Obama,democrat,3281,12397,0.264660805,Republican
2012,Arkansas,AR,Independence,5063,President,Mitt Romney,republican,8728,12397,0.7040413,Republican
2012,Arkansas,AR,Independence,5063,President,Other,NA,388,12397,0.031297895,Republican
2012,Arkansas,AR,Izard,5065,President,Barack Obama,democrat,1524,5278,0.288745737,Republican
2012,Arkansas,AR,Izard,5065,President,Mitt Romney,republican,3575,5278,0.677339901,Republican
2012,Arkansas,AR,Izard,5065,President,Other,NA,179,5278,0.033914362,Republican
2012,Arkansas,AR,Jackson,5067,President,Barack Obama,democrat,2095,5347,0.391808491,Republican
2012,Arkansas,AR,Jackson,5067,President,Mitt Romney,republican,3072,5347,0.574527773,Republican
2012,Arkansas,AR,Jackson,5067,President,Other,NA,180,5347,0.033663737,Republican
2012,Arkansas,AR,Jefferson,5069,President,Barack Obama,democrat,17470,27383,0.637987072,Democrat
2012,Arkansas,AR,Jefferson,5069,President,Mitt Romney,republican,9520,27383,0.347660958,Democrat
2012,Arkansas,AR,Jefferson,5069,President,Other,NA,393,27383,0.01435197,Democrat
2012,Arkansas,AR,Johnson,5071,President,Barack Obama,democrat,2799,8098,0.345640899,Republican
2012,Arkansas,AR,Johnson,5071,President,Mitt Romney,republican,5064,8098,0.62533959,Republican
2012,Arkansas,AR,Johnson,5071,President,Other,NA,235,8098,0.029019511,Republican
2012,Arkansas,AR,Lafayette,5073,President,Barack Obama,democrat,1173,2929,0.400477979,Republican
2012,Arkansas,AR,Lafayette,5073,President,Mitt Romney,republican,1713,2929,0.584841243,Republican
2012,Arkansas,AR,Lafayette,5073,President,Other,NA,43,2929,0.014680778,Republican
2012,Arkansas,AR,Lawrence,5075,President,Barack Obama,democrat,1788,5540,0.322743682,Republican
2012,Arkansas,AR,Lawrence,5075,President,Mitt Romney,republican,3536,5540,0.638267148,Republican
2012,Arkansas,AR,Lawrence,5075,President,Other,NA,216,5540,0.03898917,Republican
2012,Arkansas,AR,Lee,5077,President,Barack Obama,democrat,2107,3424,0.61536215,Democrat
2012,Arkansas,AR,Lee,5077,President,Mitt Romney,republican,1280,3424,0.373831776,Democrat
2012,Arkansas,AR,Lee,5077,President,Other,NA,37,3424,0.010806075,Democrat
2012,Arkansas,AR,Lincoln,5079,President,Barack Obama,democrat,1425,3726,0.382447665,Republican
2012,Arkansas,AR,Lincoln,5079,President,Mitt Romney,republican,2199,3726,0.590177134,Republican
2012,Arkansas,AR,Lincoln,5079,President,Other,NA,102,3726,0.027375201,Republican
2012,Arkansas,AR,Little River,5081,President,Barack Obama,democrat,1552,5051,0.307265888,Republican
2012,Arkansas,AR,Little River,5081,President,Mitt Romney,republican,3385,5051,0.670164324,Republican
2012,Arkansas,AR,Little River,5081,President,Other,NA,114,5051,0.022569788,Republican
2012,Arkansas,AR,Logan,5083,President,Barack Obama,democrat,2009,7331,0.274041741,Republican
2012,Arkansas,AR,Logan,5083,President,Mitt Romney,republican,5079,7331,0.692811349,Republican
2012,Arkansas,AR,Logan,5083,President,Other,NA,243,7331,0.03314691,Republican
2012,Arkansas,AR,Lonoke,5085,President,Barack Obama,democrat,5625,24114,0.233266982,Republican
2012,Arkansas,AR,Lonoke,5085,President,Mitt Romney,republican,17880,24114,0.74147798,Republican
2012,Arkansas,AR,Lonoke,5085,President,Other,NA,609,24114,0.025255039,Republican
2012,Arkansas,AR,Madison,5087,President,Barack Obama,democrat,2099,6568,0.319579781,Republican
2012,Arkansas,AR,Madison,5087,President,Mitt Romney,republican,4263,6568,0.649056029,Republican
2012,Arkansas,AR,Madison,5087,President,Other,NA,206,6568,0.03136419,Republican
2012,Arkansas,AR,Marion,5089,President,Barack Obama,democrat,2037,7051,0.288895192,Republican
2012,Arkansas,AR,Marion,5089,President,Mitt Romney,republican,4774,7051,0.677067083,Republican
2012,Arkansas,AR,Marion,5089,President,Other,NA,240,7051,0.034037725,Republican
2012,Arkansas,AR,Miller,5091,President,Barack Obama,democrat,4518,15329,0.294735469,Republican
2012,Arkansas,AR,Miller,5091,President,Mitt Romney,republican,10622,15329,0.69293496,Republican
2012,Arkansas,AR,Miller,5091,President,Other,NA,189,15329,0.012329571,Republican
2012,Arkansas,AR,Mississippi,5093,President,Barack Obama,democrat,6467,13375,0.483514019,Republican
2012,Arkansas,AR,Mississippi,5093,President,Mitt Romney,republican,6603,13375,0.493682243,Republican
2012,Arkansas,AR,Mississippi,5093,President,Other,NA,305,13375,0.022803738,Republican
2012,Arkansas,AR,Monroe,5095,President,Barack Obama,democrat,1583,3230,0.490092879,Republican
2012,Arkansas,AR,Monroe,5095,President,Mitt Romney,republican,1585,3230,0.490712074,Republican
2012,Arkansas,AR,Monroe,5095,President,Other,NA,62,3230,0.019195046,Republican
2012,Arkansas,AR,Montgomery,5097,President,Barack Obama,democrat,920,3404,0.27027027,Republican
2012,Arkansas,AR,Montgomery,5097,President,Mitt Romney,republican,2369,3404,0.695945946,Republican
2012,Arkansas,AR,Montgomery,5097,President,Other,NA,115,3404,0.033783784,Republican
2012,Arkansas,AR,Nevada,5099,President,Barack Obama,democrat,1314,3384,0.388297872,Republican
2012,Arkansas,AR,Nevada,5099,President,Mitt Romney,republican,1996,3384,0.589834515,Republican
2012,Arkansas,AR,Nevada,5099,President,Other,NA,74,3384,0.021867612,Republican
2012,Arkansas,AR,Newton,5101,President,Barack Obama,democrat,993,3661,0.271237367,Republican
2012,Arkansas,AR,Newton,5101,President,Mitt Romney,republican,2508,3661,0.685058727,Republican
2012,Arkansas,AR,Newton,5101,President,Other,NA,160,3661,0.043703906,Republican
2012,Arkansas,AR,Ouachita,5103,President,Barack Obama,democrat,4633,10315,0.449151721,Republican
2012,Arkansas,AR,Ouachita,5103,President,Mitt Romney,republican,5521,10315,0.535239942,Republican
2012,Arkansas,AR,Ouachita,5103,President,Other,NA,161,10315,0.015608337,Republican
2012,Arkansas,AR,Perry,5105,President,Barack Obama,democrat,1187,3938,0.301422042,Republican
2012,Arkansas,AR,Perry,5105,President,Mitt Romney,republican,2581,3938,0.655408837,Republican
2012,Arkansas,AR,Perry,5105,President,Other,NA,170,3938,0.043169121,Republican
2012,Arkansas,AR,Phillips,5107,President,Barack Obama,democrat,5202,7930,0.655989912,Democrat
2012,Arkansas,AR,Phillips,5107,President,Mitt Romney,republican,2598,7930,0.327616646,Democrat
2012,Arkansas,AR,Phillips,5107,President,Other,NA,130,7930,0.016393443,Democrat
2012,Arkansas,AR,Pike,5109,President,Barack Obama,democrat,851,3788,0.224656811,Republican
2012,Arkansas,AR,Pike,5109,President,Mitt Romney,republican,2847,3788,0.751583949,Republican
2012,Arkansas,AR,Pike,5109,President,Other,NA,90,3788,0.02375924,Republican
2012,Arkansas,AR,Poinsett,5111,President,Barack Obama,democrat,2390,7560,0.316137566,Republican
2012,Arkansas,AR,Poinsett,5111,President,Mitt Romney,republican,4974,7560,0.657936508,Republican
2012,Arkansas,AR,Poinsett,5111,President,Other,NA,196,7560,0.025925926,Republican
2012,Arkansas,AR,Polk,5113,President,Barack Obama,democrat,1556,7726,0.201397877,Republican
2012,Arkansas,AR,Polk,5113,President,Mitt Romney,republican,5955,7726,0.77077401,Republican
2012,Arkansas,AR,Polk,5113,President,Other,NA,215,7726,0.027828113,Republican
2012,Arkansas,AR,Pope,5115,President,Barack Obama,democrat,5126,20439,0.250795049,Republican
2012,Arkansas,AR,Pope,5115,President,Mitt Romney,republican,14763,20439,0.722295611,Republican
2012,Arkansas,AR,Pope,5115,President,Other,NA,550,20439,0.02690934,Republican
2012,Arkansas,AR,Prairie,5117,President,Barack Obama,democrat,880,3141,0.280165552,Republican
2012,Arkansas,AR,Prairie,5117,President,Mitt Romney,republican,2153,3141,0.685450493,Republican
2012,Arkansas,AR,Prairie,5117,President,Other,NA,108,3141,0.034383954,Republican
2012,Arkansas,AR,Pulaski,5119,President,Barack Obama,democrat,87248,159381,0.547417823,Democrat
2012,Arkansas,AR,Pulaski,5119,President,Mitt Romney,republican,68984,159381,0.43282449,Democrat
2012,Arkansas,AR,Pulaski,5119,President,Other,NA,3149,159381,0.019757688,Democrat
2012,Arkansas,AR,Randolph,5121,President,Barack Obama,democrat,2046,5956,0.34351914,Republican
2012,Arkansas,AR,Randolph,5121,President,Mitt Romney,republican,3701,5956,0.621390195,Republican
2012,Arkansas,AR,Randolph,5121,President,Other,NA,209,5956,0.035090665,Republican
2012,Arkansas,AR,St. Francis,5123,President,Barack Obama,democrat,4910,8362,0.5871801,Democrat
2012,Arkansas,AR,St. Francis,5123,President,Mitt Romney,republican,3368,8362,0.402774456,Democrat
2012,Arkansas,AR,St. Francis,5123,President,Other,NA,84,8362,0.010045444,Democrat
2012,Arkansas,AR,Saline,5125,President,Barack Obama,democrat,12869,47062,0.273447792,Republican
2012,Arkansas,AR,Saline,5125,President,Mitt Romney,republican,32963,47062,0.700416472,Republican
2012,Arkansas,AR,Saline,5125,President,Other,NA,1230,47062,0.026135736,Republican
2012,Arkansas,AR,Scott,5127,President,Barack Obama,democrat,897,3640,0.246428571,Republican
2012,Arkansas,AR,Scott,5127,President,Mitt Romney,republican,2631,3640,0.722802198,Republican
2012,Arkansas,AR,Scott,5127,President,Other,NA,112,3640,0.030769231,Republican
2012,Arkansas,AR,Searcy,5129,President,Barack Obama,democrat,814,3694,0.220357336,Republican
2012,Arkansas,AR,Searcy,5129,President,Mitt Romney,republican,2699,3694,0.730644288,Republican
2012,Arkansas,AR,Searcy,5129,President,Other,NA,181,3694,0.048998376,Republican
2012,Arkansas,AR,Sebastian,5131,President,Barack Obama,democrat,13092,43362,0.301923343,Republican
2012,Arkansas,AR,Sebastian,5131,President,Mitt Romney,republican,29169,43362,0.672685762,Republican
2012,Arkansas,AR,Sebastian,5131,President,Other,NA,1101,43362,0.025390895,Republican
2012,Arkansas,AR,Sevier,5133,President,Barack Obama,democrat,1042,4330,0.240646651,Republican
2012,Arkansas,AR,Sevier,5133,President,Mitt Romney,republican,3136,4330,0.724249423,Republican
2012,Arkansas,AR,Sevier,5133,President,Other,NA,152,4330,0.035103926,Republican
2012,Arkansas,AR,Sharp,5135,President,Barack Obama,democrat,2092,7283,0.287244267,Republican
2012,Arkansas,AR,Sharp,5135,President,Mitt Romney,republican,4921,7283,0.675683098,Republican
2012,Arkansas,AR,Sharp,5135,President,Other,NA,270,7283,0.037072635,Republican
2012,Arkansas,AR,Stone,5137,President,Barack Obama,democrat,1356,5354,0.253268584,Republican
2012,Arkansas,AR,Stone,5137,President,Mitt Romney,republican,3776,5354,0.70526709,Republican
2012,Arkansas,AR,Stone,5137,President,Other,NA,222,5354,0.041464326,Republican
2012,Arkansas,AR,Union,5139,President,Barack Obama,democrat,6196,17177,0.360714909,Republican
2012,Arkansas,AR,Union,5139,President,Mitt Romney,republican,10699,17177,0.622867788,Republican
2012,Arkansas,AR,Union,5139,President,Other,NA,282,17177,0.016417302,Republican
2012,Arkansas,AR,Van Buren,5141,President,Barack Obama,democrat,1832,6430,0.284914463,Republican
2012,Arkansas,AR,Van Buren,5141,President,Mitt Romney,republican,4365,6430,0.678849145,Republican
2012,Arkansas,AR,Van Buren,5141,President,Other,NA,233,6430,0.036236392,Republican
2012,Arkansas,AR,Washington,5143,President,Barack Obama,democrat,28236,70460,0.400738007,Republican
2012,Arkansas,AR,Washington,5143,President,Mitt Romney,republican,39688,70460,0.56326994,Republican
2012,Arkansas,AR,Washington,5143,President,Other,NA,2536,70460,0.035992052,Republican
2012,Arkansas,AR,White,5145,President,Barack Obama,democrat,5765,26514,0.2174323,Republican
2012,Arkansas,AR,White,5145,President,Mitt Romney,republican,20011,26514,0.754733348,Republican
2012,Arkansas,AR,White,5145,President,Other,NA,738,26514,0.027834352,Republican
2012,Arkansas,AR,Woodruff,5147,President,Barack Obama,democrat,1340,2685,0.499068901,Democrat
2012,Arkansas,AR,Woodruff,5147,President,Mitt Romney,republican,1227,2685,0.45698324,Democrat
2012,Arkansas,AR,Woodruff,5147,President,Other,NA,118,2685,0.043947858,Democrat
2012,Arkansas,AR,Yell,5149,President,Barack Obama,democrat,1722,5974,0.288249079,Republican
2012,Arkansas,AR,Yell,5149,President,Mitt Romney,republican,4042,5974,0.676598594,Republican
2012,Arkansas,AR,Yell,5149,President,Other,NA,210,5974,0.035152327,Republican
2012,California,CA,Alameda,6001,President,Barack Obama,democrat,469684,595642,0.788534052,Democrat
2012,California,CA,Alameda,6001,President,Mitt Romney,republican,108182,595642,0.181622518,Democrat
2012,California,CA,Alameda,6001,President,Other,NA,17776,595642,0.029843429,Democrat
2012,California,CA,Alpine,6003,President,Barack Obama,democrat,389,653,0.595712098,Democrat
2012,California,CA,Alpine,6003,President,Mitt Romney,republican,236,653,0.361408882,Democrat
2012,California,CA,Alpine,6003,President,Other,NA,28,653,0.04287902,Democrat
2012,California,CA,Amador,6005,President,Barack Obama,democrat,6830,17649,0.386990764,Republican
2012,California,CA,Amador,6005,President,Mitt Romney,republican,10281,17649,0.582525922,Republican
2012,California,CA,Amador,6005,President,Other,NA,538,17649,0.030483314,Republican
2012,California,CA,Butte,6007,President,Barack Obama,democrat,42669,90752,0.470171456,Republican
2012,California,CA,Butte,6007,President,Mitt Romney,republican,44479,90752,0.49011592,Republican
2012,California,CA,Butte,6007,President,Other,NA,3604,90752,0.039712623,Republican
2012,California,CA,Calaveras,6009,President,Barack Obama,democrat,8670,21786,0.397961994,Republican
2012,California,CA,Calaveras,6009,President,Mitt Romney,republican,12365,21786,0.567566327,Republican
2012,California,CA,Calaveras,6009,President,Other,NA,751,21786,0.034471679,Republican
2012,California,CA,Colusa,6011,President,Barack Obama,democrat,2314,6034,0.383493537,Republican
2012,California,CA,Colusa,6011,President,Mitt Romney,republican,3601,6034,0.596784886,Republican
2012,California,CA,Colusa,6011,President,Other,NA,119,6034,0.019721578,Republican
2012,California,CA,Contra Costa,6013,President,Barack Obama,democrat,290824,438226,0.663639309,Democrat
2012,California,CA,Contra Costa,6013,President,Mitt Romney,republican,136517,438226,0.311521909,Democrat
2012,California,CA,Contra Costa,6013,President,Other,NA,10885,438226,0.024838782,Democrat
